"Tag Summary Report"
"11/01/2024 00:00 - 12/01/2024 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status","Public Deck","Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition",City,Country,"Named Threat","Resolution Reason"
TMT-20230908-DXA,8517202411280500,d59c7e305f77d3eba0f4f821ccbfe174,129896@|@4250,Tag,"Malicious - Indirect Evidence","2024-11-28 05:08 +0000",123752715496,https://www.themediatrust.com?scsh=123752715496,3U5i3gGy2oYj,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=496e9a3c2c4a9d2a323cc483c2ba97fd,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240705-LPW,8542202411280400,61247424705bd266a7622eea67fcb422,129123@|@15808tsppcbuzz_125089|americanbarbell,Tag,Malicious,"2024-11-28 04:16 +0000",123751691145,https://www.themediatrust.com?scsh=123751691145,3U5h61cj1gN6,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=fe3da6b71a89bc37d9dbb14ccb5eb147,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241125-FJH,8514202411280500,1c1cdd60a74997eb25a75e9b4df6a99f,129896@|@11360_7091_stampedeblue,Tag,Malicious,"2024-11-28 04:15 +0000",123751648127,https://www.themediatrust.com?scsh=123751648127,3U5h5u4u2jjH,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=450f75b1ffdfd029a83032d2271514f0,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8534202411280400,62bf7b6e8d18f273ee19cc9e663238e9,130060@|@648062,Tag,"Malicious - Indirect Evidence","2024-11-28 04:08 +0000",123751518754,https://www.themediatrust.com?scsh=123751518754,3U5h3V4R1fRE,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=d7bd14fe1a941fcd92bd97f1c5b1b247,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20230908-DXA,8524202411280400,5fa718200c66bf199aa882b938d929dd,129896@|@12200_10134_americanbarbell,Tag,"Malicious - Indirect Evidence","2024-11-28 04:09 +0000",123751517792,https://www.themediatrust.com?scsh=123751517792,3U5h3p991A3k,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=8f46ff103888002f99e2b82c30df1119,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,8524202411280400,5fa718200c66bf199aa882b938d929dd,129896@|@12200_10134_americanbarbell,Tag,Malicious,"2024-11-28 04:09 +0000",123751517785,https://www.themediatrust.com?scsh=123751517785,3U5h3p992Sm4,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=0df90075afbc8364fddcff96010ad35f,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8526202411280400,06efa627ec66448eadecc7801207f13f,129955@|@10348_americanbarbell,Tag,Malicious,"2024-11-28 04:07 +0000",123751473588,https://www.themediatrust.com?scsh=123751473588,3U5h3JNp1Xp3,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=f74246f3dc9961050d9984eb5792623f,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,850202411280400,04e8d3cb346f7fb9702ba362c3c4a7b2,129896@|@f786326,Tag,"Malicious - Indirect Evidence","2024-11-28 04:06 +0000",123751472644,https://www.themediatrust.com?scsh=123751472644,3U5h325E2cy2,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=3b4d0e984715edc8032dfa8dc9fb7af8,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20241125-FJH,8579202411280300,e4a8488255a26521a274c3e2ec38679b,129896@|@11360_12214_9129_stampedeblue,Tag,Malicious,"2024-11-28 03:14 +0000",123750336980,https://www.themediatrust.com?scsh=123750336980,3U5g5Jmz1ueZ,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=0852cd14f70f8be4817aa85976486e64,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8542202411280300,1de8e093175549e1b7f308510f533a9f,127979@|@2ac4f82aa9171f661564ca0397641075,Tag,Malicious,"2024-11-28 03:13 +0000",123750335589,https://www.themediatrust.com?scsh=123750335589,3U5g5Hu41MXc,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=db2358c9635fc25fdb27c795036f68d8,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8577202411280300,1b5cb04f93c1ba3988a3fe54f5830a0d,130060@|@americanbarbell,Tag,Malicious,"2024-11-28 03:11 +0000",123750291831,https://www.themediatrust.com?scsh=123750291831,3U5g4Zvq2KN3,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=4a93288f8abe6304b92183dfe8712d8c,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8533202411280300,4c53b28926b55c3ca8a2c8aa24de5072,121168@|@125504|130047|americanbarbell,Tag,Malicious,"2024-11-28 03:12 +0000",123750291577,https://www.themediatrust.com?scsh=123750291577,3U5g4jxL1TEj,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=1390ebbdadc55c7af548c0406b98c6aa,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8594202411280300,aebdb1eb6b414664a3c486f3c3e07336,127926@|@adokut_125901|9422_1337_americanbarbell,Tag,Malicious,"2024-11-28 03:11 +0000",123750267771,https://www.themediatrust.com?scsh=123750267771,3U5g4UDh1DWb,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=87de9497bd1dd65609364d6f16521203,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8571202411280300,36abf831361f4197ab14edf5aae64d4d,129896@|@12227_11986_adokut_125901|21385_americanbarbell,Tag,Malicious,"2024-11-28 03:11 +0000",123750267570,https://www.themediatrust.com?scsh=123750267570,3U5g4Tvr17Ue,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=7c116fc5725a00c72c243ff49c786575,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8586202411280300,b095adae3996fb36f6f8e391cadd52c5,127238@|@127037|americanbarbell,Tag,"Malicious - Indirect Evidence","2024-11-28 03:09 +0000",123750245833,https://www.themediatrust.com?scsh=123750245833,3U5g3xeE26C7,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=f6f94223ae497b4c2bb1754ae77a70f4,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20230908-DXA,8531202411280300,eadca1d0d141647686785cd6f08b53c0,129896@|@9054_admidadsp_128433|511584_59493324,Tag,"Malicious - Indirect Evidence","2024-11-28 03:09 +0000",123750245516,https://www.themediatrust.com?scsh=123750245516,3U5g3rVW2hEj,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=f9d066fe58f4f3ffe0ab1b9893040d15,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,8587202411280300,6452ceb1eb859780f69f43b1ac4d2778,129893@|@d39926eca28f7d1911d6e48303b026b3,Tag,Malicious,"2024-11-28 03:08 +0000",123750224072,https://www.themediatrust.com?scsh=123750224072,3U5g3YDF2Sb9,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=ec8bd05517ffbfa3370a7b9175aa0c09,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8535202411280300,68819663b2c9bf3cdb23eaf5297b71b3,129896@|@12393_21373_americanbarbell,Tag,Malicious,"2024-11-28 03:08 +0000",123750223460,https://www.themediatrust.com?scsh=123750223460,3U5g3XWH19aN,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=54d58eee38c6f1abbbb7ebf14c6b484a,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8514202411280300,85136398883a44ec644437eb64e1b5ae,128727@|@jonesroadbeauty,Tag,Malicious,"2024-11-28 03:06 +0000",123750184702,https://www.themediatrust.com?scsh=123750184702,3U5g36tQ2Pkt,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=fc62b7151f879d601c42b61fd069a729,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8570202411280300,18a174d8cd09394672ea549ca9f71bda,129894@|@7091_americanbarbell,Tag,Malicious,"2024-11-28 03:07 +0000",123750184390,https://www.themediatrust.com?scsh=123750184390,3U5g3G1z1bhm,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=7843df5cb40e46ca0443b563ae325174,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,858202411280300,19d87818627523e9d1c36a0d1ec35c10,130304@|@jonesroadbeauty,Tag,Malicious,"2024-11-28 03:06 +0000",123750184306,https://www.themediatrust.com?scsh=123750184306,3U5g35zF1adh,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=85284076be9c33fb5de9d7c5e01827a4,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8532202411280300,1fefbd838179de0030229bb749b12a26,129896@|@11360_10134_americanbarbell,Tag,"Malicious - Indirect Evidence","2024-11-28 03:07 +0000",123750184304,https://www.themediatrust.com?scsh=123750184304,3U5g3C4B2YYU,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=0c0f19c999aad9f6aa8935189780c3db,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,8532202411280300,1fefbd838179de0030229bb749b12a26,129896@|@11360_10134_americanbarbell,Tag,Malicious,"2024-11-28 03:07 +0000",123750184301,https://www.themediatrust.com?scsh=123750184301,3U5g3C4B1dLa,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=b70ce5a6783d4c8d230a56518f04d1c1,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8598202411280300,9c6360599c472cb4b2808c58c47a6426,130060@|@afizdigital_123099|870916_106918176,Tag,"Malicious - Indirect Evidence","2024-11-28 03:06 +0000",123750166940,https://www.themediatrust.com?scsh=123750166940,3U5g2zRv26ji,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=29cb79067a2943e25b9f2119b3740de8,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,8597202411280300,8147cbac841fe2c023a125bf9e755ab0,121168@|@125504|127037|americanbarbell,Tag,Malicious,"2024-11-28 03:05 +0000",123750166542,https://www.themediatrust.com?scsh=123750166542,3U5g2mgA1cM1,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=c8937aa2d144e15ea7f2d055c0062db8,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,856202411280300,df14b7ed73a29d992ec682d65a3c5589,130304@|@exc_1707:jonesroadbeauty,Tag,Malicious,"2024-11-28 03:05 +0000",123750165910,https://www.themediatrust.com?scsh=123750165910,3U5g2jLm1X97,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=6f1fe1421117e6da071df21fdfd97632,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8584202411280200,44d365eb1953f032eb0ba05be5c9a713,129896@|@9062_21368_americanbarbell,Tag,Malicious,"2024-11-28 02:28 +0000",123749362591,https://www.themediatrust.com?scsh=123749362591,3U5f9m572KQM,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=3e3992adb9d6c516358ea12a307c76d2,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240913-MBV,8585202411280200,cecc6b76883925561654ded090fc3969,129893@|@7c3b826431b3add541ca137fc444c77b,Tag,Malicious,"2024-11-28 02:27 +0000",123749322272,https://www.themediatrust.com?scsh=123749322272,3U5f9XA6235F,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=29d469cd7029645df77ecb37e10479f8,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8584202411280200,44d365eb1953f032eb0ba05be5c9a713,129896@|@9062_21368_americanbarbell,Tag,"Malicious - Indirect Evidence","2024-11-28 02:19 +0000",123749154437,https://www.themediatrust.com?scsh=123749154437,3U5f6xYH1nm5,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=80e0478b81a1f9d1b8344761669a5630,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,856202411280200,5635eb24e5b8c819f461ec97b9ef1772,126452@|@americanbarbell,Tag,Malicious,"2024-11-28 02:19 +0000",123749154099,https://www.themediatrust.com?scsh=123749154099,3U5f71ET2iar,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=749406ecb48d82234b6e31f0fafaa984,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,854202411280200,5be5320d439726a76aabb277b8615411,127923@|@129552|americanbarbell,Tag,Malicious,"2024-11-28 02:19 +0000",123749153751,https://www.themediatrust.com?scsh=123749153751,3U5f6tLH2X2a,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=c7506ecaf387692ff92ae94da3ebc52f,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,853202411280200,bf544a048a80d1c9ff4a0b42c99699d2,126671@|@afizdigital_127410|americanbarbell,Tag,Malicious,"2024-11-28 02:19 +0000",123749153545,https://www.themediatrust.com?scsh=123749153545,3U5f6sL12RYS,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=08c0d41a721ec01acb68bd3379f408ce,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8545202411280200,3ee2e3475b5af0523469bd072de52c19,127923@|@afizdigital_123099|501177,Tag,"Malicious - Indirect Evidence","2024-11-28 02:18 +0000",123749137993,https://www.themediatrust.com?scsh=123749137993,3U5f6e8B2LZb,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=f8a7a8f154f695262e67956f874a9955,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20240828-GLZ,8536202411280200,d7f57f5e48ef7b21f0488881fd4f7556,129894@|@9422_1161_americanbarbell,Tag,Malicious,"2024-11-28 02:18 +0000",123749137891,https://www.themediatrust.com?scsh=123749137891,3U5f6jvt18a4,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=334e46df589417dd16b85e9e846625d4,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8514202411280200,db51a3a22a8dacb31de86e209c18c0f0,129896@|@7462_americanbarbell,Tag,Malicious,"2024-11-28 02:18 +0000",123749137632,https://www.themediatrust.com?scsh=123749137632,3U5f6c6h2hCF,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=b3db7eb1a47bc2c792616b98984acef3,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241125-FJH,8547202411280200,c4189ab0ca14adcc64cc29a3452b8ff6,129123@|@9422_1327_stampedeblue,Tag,Malicious,"2024-11-28 02:18 +0000",123749137136,https://www.themediatrust.com?scsh=123749137136,3U5f6azq2de7,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=1d5938fa13dfb7ded09f44f7351bc5b1,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8581202411280200,95ac66149e1e5b8b0a18a55e4b6fce72,127420@|@129610|5_1161_americanbarbell,Tag,Malicious,"2024-11-28 02:18 +0000",123749137093,https://www.themediatrust.com?scsh=123749137093,3U5f6ZvK2SK2,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=88c337b308737f795ef5bcb27fdad75a,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
