"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status","Start Date","End Date",Pause,Priority,"Publisher Name","Publisher ID","Website ID","Website Name","Provider ID","Provider Name","Provider Account ID","Provider Account",Country,Referrer,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition",City,"Named Threat","Resolution Reason"
TMT-20241213-DEM,8512202412131600,e34f69db1053b2bbc57c66498bfa47fb,129894@|@12214_12584_janeiredale,Tag,Malicious,"2024-12-13 16:06 +0000",124202155430,https://www.themediatrust.com?scsh=124202155430,3UC72yfL257a,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","San Francisco, California","GhostCat - 3PC",
TMT-20241213-DEM,8513202412131600,eab0627d3d873986e1fc4c15ffcdb07f,129123@|@12214_12584_janeiredale,Tag,Malicious,"2024-12-13 16:07 +0000",124202154602,https://www.themediatrust.com?scsh=124202154602,3UC73EPT1xpk,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8516202412131600,6b56ff023f56429240e8d057396a9c0d,130230@|@130055|12227_11990_reuters,Tag,"Malicious - Indirect Evidence","2024-12-13 16:07 +0000",124202135573,https://www.themediatrust.com?scsh=124202135573,3UC73BNf1si4,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130230,"Adstork Video Web 22ND November 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241213-DEM,8517202412131600,81d25ae802ffb2f53771c67bc8f1cce4,129123@|@cr3122.867d1f81,Tag,Malicious,"2024-12-13 16:06 +0000",124202134238,https://www.themediatrust.com?scsh=124202134238,3UC72sJu1UsY,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,858202412131500,7b39fcdbab14601401d12ddaf3c179c1,129894@|@6888_janeiredale,Tag,Malicious,"2024-12-13 15:08 +0000",124201000038,https://www.themediatrust.com?scsh=124201000038,3UC63WaS2a3K,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8515202412131500,aed1b038424d5f6ccd4d853b8c93ce79,129893@|@001470452ce220fe6f7017f6ff57baee,Tag,Malicious,"2024-12-13 15:08 +0000",124201000000,https://www.themediatrust.com?scsh=124201000000,3UC63YwA2XgD,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8514202412131500,90f564a5d233357a5d0d74b6ac14cc4a,129893@|@1e0267859bf5eb7ef987a492cb25890c,Tag,Malicious,"2024-12-13 15:07 +0000",124200999930,https://www.themediatrust.com?scsh=124200999930,3UC63EWZ2qio,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8516202412131500,a6bfc8f23bda511ecc041aa09f98e68a,127238@|@12227_11990_janeiredale,Tag,Malicious,"2024-12-13 15:07 +0000",124200988110,https://www.themediatrust.com?scsh=124200988110,3UC63LvW1Ltk,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-ETM,8517202412131400,72367187be08286a1202f11d27a6a054,128727@|@braceability,Tag,Malicious,"2024-12-13 14:07 +0000",124199834769,https://www.themediatrust.com?scsh=124199834769,3UC53N3d2NEt,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,128727,"Adjux SH Banner IA 11TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8516202412131400,50f7863986dbbf2129ce145ae724d028,129894@|@9422_1161_janeiredale,Tag,Malicious,"2024-12-13 14:07 +0000",124199834404,https://www.themediatrust.com?scsh=124199834404,3UC53HVe1Xdg,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8523202412131400,2100a553c7cb11da93aed52336735ef0,127238@|@123711|janeiredale,Tag,"Malicious - Indirect Evidence","2024-12-13 14:06 +0000",124199816284,https://www.themediatrust.com?scsh=124199816284,3UC534xu1Tqi,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241213-DEM,8531202412131400,263d7644d9620a4e98ea4f214fb819b2,129894@|@9422_1157_janeiredale,Tag,Malicious,"2024-12-13 14:06 +0000",124199815938,https://www.themediatrust.com?scsh=124199815938,3UC52yBV166H,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8524202412131400,91a93b7ea71789631d556344bee64143,129956@|@ecd03b287f97a5d11dcf2c879da1e67b,Tag,Malicious,"2024-12-13 14:06 +0000",124199815841,https://www.themediatrust.com?scsh=124199815841,3UC534uV18h3,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8525202412131400,eb0d3de921cb8169c8610460a10cd7bf,130530@|@janeiredale,Tag,Malicious,"2024-12-13 14:06 +0000",124199815813,https://www.themediatrust.com?scsh=124199815813,3UC536bC2jcR,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130530,"Media Xchange ADK Video Web 3RD December 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8527202412131400,f325193502d16aab85cbdbae91262f84,130230@|@126080|125504|130047|janeiredale,Tag,Malicious,"2024-12-13 14:06 +0000",124199815697,https://www.themediatrust.com?scsh=124199815697,3UC52yHh1cT1,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130230,"Adstork Video Web 22ND November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8526202412131400,8dcce2e045b947041485aff9544c1f7f,129956@|@3ff8aeaf8db0894e7350ee3e1fa6be24,Tag,Malicious,"2024-12-13 14:06 +0000",124199815277,https://www.themediatrust.com?scsh=124199815277,3UC534U91QnL,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8520202412131400,03173543019e464eee6bf2ca666c0939,127238@|@12227_12249_572131,Tag,"Malicious - Indirect Evidence","2024-12-13 14:06 +0000",124199815261,https://www.themediatrust.com?scsh=124199815261,3UC52zfc2FbL,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241213-DEM,8528202412131400,1f1eb084f99ad77784a9a5733980300e,129955@|@12584_cr2715.bf3b1323,Tag,Malicious,"2024-12-13 14:06 +0000",124199814628,https://www.themediatrust.com?scsh=124199814628,3UC533jT1SFC,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8511202412131300,91dc02bd7f15abf182d20626bd4a53bb,121862@|@125504|127037|janeiredale,Tag,Malicious,"2024-12-13 13:13 +0000",124198791609,https://www.themediatrust.com?scsh=124198791609,3UC45C1r2oYm,2,Expired,2024-12-13,2024-12-14,f,3.00,,,,,121862,"Feeltap Video Web From BC",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","San Francisco, California","GhostCat - 3PC",
TMT-20241213-DEM,8512202412131300,1b219c04fd2a2d0e9d5e670c1667ce82,121862@|@125504|123711|janeiredale,Tag,Malicious,"2024-12-13 13:14 +0000",124198776499,https://www.themediatrust.com?scsh=124198776499,3UC45UZz2uoe,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,121862,"Feeltap Video Web From BC",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8514202412131300,85b32919caa324273ee0ddbf0162fd52,127608@|@127563|janeiredale,Tag,Malicious,"2024-12-13 13:12 +0000",124198735778,https://www.themediatrust.com?scsh=124198735778,3UC44kVT1DNP,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127608,"Kiapid Video Web 9TH September 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8517202412131300,85c2d1b15a9be9b4b80bc7a055947857,129894@|@7091_janeiredale,Tag,Malicious,"2024-12-13 13:11 +0000",124198720419,https://www.themediatrust.com?scsh=124198720419,3UC44XhW2in4,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8524202412131300,874154e7d3de56b1115131cb3de2ca3c,121168@|@125504|127037|janeiredale,Tag,Malicious,"2024-12-13 13:09 +0000",124198680376,https://www.themediatrust.com?scsh=124198680376,3UC442dq2UYG,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,121168,"Feeltap Video Web 27th December 2023",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8525202412131300,f786d55f9af03313e78be14ff1646b38,129894@|@9422_1337_janeiredale,Tag,Malicious,"2024-12-13 13:07 +0000",124198640982,https://www.themediatrust.com?scsh=124198640982,3UC43Mtp2Wbo,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,858202412131300,064a61ed13211976eb30778c778b9c6e,130370@|@janeiredale,Tag,"Malicious - Indirect Evidence","2024-12-13 13:07 +0000",124198633223,https://www.themediatrust.com?scsh=124198633223,3UC43Meo1KMi,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130370,"Hueads Video Web Nov 25th",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241213-DEM,858202412131300,064a61ed13211976eb30778c778b9c6e,130370@|@janeiredale,Tag,Malicious,"2024-12-13 13:07 +0000",124198633218,https://www.themediatrust.com?scsh=124198633218,3UC43Meo1VzJ,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130370,"Hueads Video Web Nov 25th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,855202412131300,6797f39d47779a71ea4ad4d2adc0660d,121168@|@125504|123711|janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198615812,https://www.themediatrust.com?scsh=124198615812,3UC42zMb1jeA,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,121168,"Feeltap Video Web 27th December 2023",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8510202412131300,773ae0a22802b182abcf1031ab2123f5,129894@|@7462_janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198615248,https://www.themediatrust.com?scsh=124198615248,3UC431Mr1hwR,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,850202412131300,ba6588cf9952dcf9ae74c739d63f5a52,130230@|@123711|janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198613737,https://www.themediatrust.com?scsh=124198613737,3UC4322P2QPe,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130230,"Adstork Video Web 22ND November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,852202412131300,8ff4e0f22e6f5c43d772e912441dff52,130230@|@127037|janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198589201,https://www.themediatrust.com?scsh=124198589201,3UC437S61ayC,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,130230,"Adstork Video Web 22ND November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,851202412131300,e90e5018d8e3965a22cbde65049bab2d,129955@|@12584_janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198588960,https://www.themediatrust.com?scsh=124198588960,3UC433Ny1KrC,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,853202412131300,f8013b53316ada02f98d61a36cbd1910,129123@|@12584_janeiredale,Tag,Malicious,"2024-12-13 13:06 +0000",124198588953,https://www.themediatrust.com?scsh=124198588953,3UC435Aa2f9h,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,854202412131300,3d0fe0578a883614dabb439dfa5abe1f,129894@|@9422_1184_janeiredale,Tag,Malicious,"2024-12-13 13:05 +0000",124198588647,https://www.themediatrust.com?scsh=124198588647,3UC42adm2MmU,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,857202412131300,590b111e3ddb98618f86bd3ab1632d47,129894@|@10134_janeiredale,Tag,Malicious,"2024-12-13 13:04 +0000",124198588269,https://www.themediatrust.com?scsh=124198588269,3UC42Xwq1FXv,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-DEM,8522202412131200,a9aa9181d90fbd65f062a87da18781fe,127238@|@82APPMreuters,Tag,Malicious,"2024-12-13 12:08 +0000",124197408465,https://www.themediatrust.com?scsh=124197408465,3UC33WFG1xsm,3,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8510202412131200,a355a807ec69964ceac9e8f53bbee1aa,127238@|@74APPMf733066,Tag,"Malicious - Indirect Evidence","2024-12-13 12:05 +0000",124197365916,https://www.themediatrust.com?scsh=124197365916,3UC32bRE1SrB,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241014-CQO,853202412131100,ad3c3aa62686cdb244a478a2485112e2,126671@|@afizdigital_123099|141372_108915522,Tag,Malicious,"2024-12-13 11:06 +0000",124196079304,https://www.themediatrust.com?scsh=124196079304,3UC22rUP1kCj,1,Expired,2024-12-13,2024-12-14,f,3.00,,,,,126671,"Afiz Video Web 3RD April 2024",,,USA,,Redirector,"Redirector: This domain has been seen consistently redirecting to malicious, scam, parked and/or other forms of malicious content.",Phishing,Phishing,Redirector,"Mclean, Virginia",,
