Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20241223-KXF,1735795652552954144,2396d2bf5bbba9bd09c0a27e221d4c81,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:175980931$$_RTB,Tag,Resolved,2025-01-02 16:14 +0000,124758090989,https://www.themediatrust.com?scsh=124758090989,3ULP5Kjs14Db,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=149c7e070ce42eadfb78b49a5772a2b2,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240113-ZSK,1735795644726244035,5901e06f7110ba60faa079606e61ba01,TMT|banner$$20250102$$magnite_dsp$$mvungle$$4016:8018551$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:13 +0000,124758089925,https://www.themediatrust.com?scsh=124758089925,3ULP5Cro2bNm,Expired,02/01/2025,02/01/2025,f,99,mvungle,magnite_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=8d994aae48ca3d4b2f04b483f9ab0827,Scam,This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.,Scams,Phishing,Scam
TMT-20240625-TAM,1735793620323546812,7bb6b4169beb582b4f2902244a8abe38,TMT|banner$$20250102$$vk_dsp$$bidmachine$$1:172308231$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 16:14 +0000,124758088088,https://www.themediatrust.com?scsh=124758088088,3ULP5Pju152V,Expired,02/01/2025,02/01/2025,t,99,bidmachine,vk_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=be1fcce2abe9c761ed1efdc8b3c13606,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240703-YMJ,1735792608800947602,e4f487200bc4af136fb5486e039c053a,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_232502$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758088034,https://www.themediatrust.com?scsh=124758088034,3ULP5QrF1L6T,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ddc8ff80aa08a0abe038051671ab408f,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735793614661692383,8de100baa7db86d0d5c893a0f8449e84,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$367_232485$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758086875,https://www.themediatrust.com?scsh=124758086875,3ULP5TKm1YpS,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d5a430083eb9c031d9713dc59a17e745,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240312-OFU,1735792633021629111,774e81a46d2392186ef41af156335346,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51369457$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 16:14 +0000,124758086340,https://www.themediatrust.com?scsh=124758086340,3ULP5UY61Ck9,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3a9a19dc39f83ca98d1ce551f082a188,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240312-OFU,1735793558732474234,f1b4e53886962635f42713f3ee297a84,TMT|banner$$20250102$$startio_dsp$$fyber$$4506d688469c57882dd01930ecba2962|40052$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 16:14 +0000,124758086130,https://www.themediatrust.com?scsh=124758086130,3ULP5Sq12Xvw,Expired,02/01/2025,02/01/2025,f,3,fyber,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5bf87b859f9f37982c466b70c9f85f91,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240703-YMJ,1735792592220893212,1a772ea103f2621c24c107819da66a4a,TMT|banner$$20250102$$Inspiritum_dsp$$bidmachine$$229721$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758086067,https://www.themediatrust.com?scsh=124758086067,3ULP5PX62SDR,Expired,02/01/2025,02/01/2025,t,3,bidmachine,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b919a51743b5b8e0d4f7911a56f702df,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240102-VWR,1735792596401543131,0d4e8f73bff895503b7f416056ed4b8a,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR50959172$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:14 +0000,124758085109,https://www.themediatrust.com?scsh=124758085109,3ULP5PtW29RH,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d600019b8da1e62cef3e4f7d06b304e9,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735792587139755289,c336bae2870160de7dbec9bdce4c6a4e,TMT|banner$$20250102$$playdigo_dsp$$unity$$cr2184.ff99c4c2$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758084877,https://www.themediatrust.com?scsh=124758084877,3ULP5Nuu1mTs,Expired,02/01/2025,02/01/2025,f,3,unity,playdigo_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=146c26ac708497308c6a44ab9811a288,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735800731455526753,3d7fb8f90bf596f28aefcfcb40ce8b3f,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$367_232421$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758073898,https://www.themediatrust.com?scsh=124758073898,3ULP5KmV1ins,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=964915ab8ad3b317d6b900a3bd0e44f2,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735799008044587860,95045293f40b594c99278c8625d1e286,TMT|banner$$20250102$$bidswitch_dsp$$pubnativesdk$$367_229836$$_RTB,Landing Page,Malicious,2025-01-02 16:14 +0000,124758073767,https://www.themediatrust.com?scsh=124758073767,3ULP5Mw52DRh,Expired,02/01/2025,02/01/2025,f,9,pubnativesdk,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=93292aec1c133783e5e59772cfbf7283,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240429-OMT,1735799060259289637,cd990def1e9e5f1e0c08f480c7105e7a,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51724926$$_RTB,Tag,Scam/Fraud,2025-01-02 16:13 +0000,124758071344,https://www.themediatrust.com?scsh=124758071344,3ULP59TT2LSr,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=1c12fff16b8e86e9fe8172035cf1bc86,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735800579158251435,984200d3d95c5692b2965ef2aaeb7cd0,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:175583565$$_RTB,Tag,Resolved,2025-01-02 16:14 +0000,124758070417,https://www.themediatrust.com?scsh=124758070417,3ULP5JaW2Vrq,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=97272febd63089f32dd36bfe06c7a66d,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241115-TDX,1735800799144883318,6fdef8f3671143234ff2e12313ea3533,TMT|banner$$20250102$$operasg_dsp$$vungle$$1_209807689_320x480$$_RTB,Landing Page,Malicious,2025-01-02 16:13 +0000,124758067143,https://www.themediatrust.com?scsh=124758067143,3ULP5GJK1acX,Expired,02/01/2025,02/01/2025,t,99,vungle,operasg_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b428eda52bf6bb069d0091c9730c0321,Redirector,"Redirector: This domain has been seen consistently redirecting to malicious, scam, parked and/or other forms of malicious content.",Phishing,Phishing,Redirector
TMT-20240703-YMJ,1735800667267389317,c0b7e3a8d4a73098a16ba38ae21cbf30,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$367_232483$$_RTB,Landing Page,Malicious,2025-01-02 16:13 +0000,124758061450,https://www.themediatrust.com?scsh=124758061450,3ULP54Zp1ury,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d2d704faca9416d19ef24e6cedf1ec15,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241217-HMO,1735795287241317866,3092962bc64cb0d01410d8aaa325e729,TMT|banner$$20250102$$opera_dsp$$unity$$m12141838701249$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 16:14 +0000,124758059328,https://www.themediatrust.com?scsh=124758059328,3ULP5QTJ24sS,Expired,02/01/2025,02/01/2025,f,99,unity,opera_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ae4568c567876eb6b7c7cb4ce22dbae3,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20241223-KXF,1735800724932266617,e602f66b9db5d85819bfcd749b69bc1c,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$1:174856209$$_RTB,Tag,Resolved,2025-01-02 16:13 +0000,124758056850,https://www.themediatrust.com?scsh=124758056850,3ULP547L2U1F,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b9093aaf14a877f59cf5b81e8ef6bb55,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735795234418565203,cddeb9558c6f230429cd63aa287e01b1,TMT|banner$$20250102$$Inspiritum_dsp$$xiaomi$$229854$$_RTB,Landing Page,Malicious,2025-01-02 16:10 +0000,124758053253,https://www.themediatrust.com?scsh=124758053253,3ULP4B371NoS,Expired,02/01/2025,02/01/2025,t,3,xiaomi,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=08c9a8473c632b2fa1135942f3ed7030,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240102-VWR,1735793542865742938,98bf97ebc768a7e752fa1f8559a4288c,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR50959173$$_RTB,Landing Page,Scam/Fraud,2025-01-02 16:12 +0000,124758051954,https://www.themediatrust.com?scsh=124758051954,3ULP4uFv22d3,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7c729228d1125c85998018394d6ffc62,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240625-TAM,1735795214558059296,422563cd17d2658149c9cdeda1f68465,TMT|banner$$20250102$$vk_dsp$$bidmachine$$1:175810125$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 16:13 +0000,124758050376,https://www.themediatrust.com?scsh=124758050376,3ULP55Hy2NPQ,Expired,02/01/2025,02/01/2025,t,99,bidmachine,vk_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9271d36eca56773c89413844a49f368c,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240703-YMJ,1735795218776532613,4d802bd52f078db82ef6d47c983dc351,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_232441$$_RTB,Landing Page,Malicious,2025-01-02 16:13 +0000,124758050234,https://www.themediatrust.com?scsh=124758050234,3ULP5EeQ17En,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=8bde241e84b1d9d3bd0f922dab59f93a,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735800982086154254,c1797c6fe3994c2ae11b8c05d94e0db7,TMT|banner$$20250102$$nasmedia_dsp$$bidmachine$$6rDsk2cM2nS5Fnf1I6Fk$$_RTB,Tag,Resolved,2025-01-02 16:13 +0000,124758049162,https://www.themediatrust.com?scsh=124758049162,3ULP523V2SMB,Expired,02/01/2025,02/01/2025,t,99,bidmachine,nasmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5aa9ac8b35bbcfae785594d8797d18b1,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241213-LXJ,1735795215028005030,461b8a18cd4267fd25f8ea5bde961721,TMT|banner$$20250102$$Adsolut Media_dsp$$unityads$$exc_1707:therapillo$$_RTB,Tag,Malicious,2025-01-02 16:12 +0000,124758049050,https://www.themediatrust.com?scsh=124758049050,3ULP4tbR2JLB,Expired,02/01/2025,02/01/2025,f,3,unityads,Adsolut Media_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=abe68fcac852fda681a794b4d8f97f21,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20241213-LXJ,1735793486621320704,7233ff385a99540404d75aab896af130,TMT|banner$$20250102$$Adsolut Media_dsp$$fyberdisplay$$cda807d9f5a1352859996ce3728a3357$$_RTB,Tag,Malicious,2025-01-02 16:12 +0000,124758048395,https://www.themediatrust.com?scsh=124758048395,3ULP4vYM1aN4,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,Adsolut Media_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=bcff62ce5b4520e938b2b0992e02e0f1,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20241223-KXF,1735795168571315739,e9c3921f80f62f9de5646e62535b0cd9,TMT|banner$$20250102$$webeye_dsp$$unity$$5b_hTB004Btn8S8a0whwYMi$$_RTB,Tag,Resolved,2025-01-02 16:13 +0000,124758048260,https://www.themediatrust.com?scsh=124758048260,3ULP55o92U7U,Expired,02/01/2025,02/01/2025,f,80,unity,webeye_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=abf148ebd0344cc4d054f54dd940439f,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735793497128610120,b1e49df49c9667bbf1a4e9223cf328e8,TMT|banner$$20250102$$Inspiritum_dsp$$algorixeu$$228633$$_RTB,Landing Page,Malicious,2025-01-02 16:09 +0000,124758047907,https://www.themediatrust.com?scsh=124758047907,3ULP3xQf2RfD,Expired,02/01/2025,02/01/2025,t,3,algorixeu,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=6a4eb89d45def02b76fb3e324b069c5d,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240708-BFD,1735793462078540449,d790fe8dbea364541c14c45d01cddeb8,TMT|banner$$20250102$$smartad_dsp$$vungle$$11543349$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758046845,https://www.themediatrust.com?scsh=124758046845,3ULP4ruj1HVu,Expired,02/01/2025,02/01/2025,f,99,vungle,smartad_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b41b35a4a57a7fdeba9c3f341e2ece68,E-Skimming,"Compromised Content [e-skimming]: This website has been compromised by an e-skimming attack. The website itself is injecting extra code to steal consumers information.
To remediate this issue please ensure all libraries and files on page are up to date and are only delivering the desired content.  Website owners should ensure the login credentials for the site are updated to ensure no outside party has stolen the login credentials to make changes to the websites code/content.",E-skimming,Compromised Content,E-Skimming
TMT-20240414-JMX,1735793427893767671,3c6d5a70289930823dc634ccf5bcedb4,TMT|banner$$20250102$$bidswitch_dsp$$fyber$$176_CR51368505$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 16:12 +0000,124758046705,https://www.themediatrust.com?scsh=124758046705,3ULP4ys71GiV,Expired,02/01/2025,02/01/2025,f,9,fyber,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=60bc93f5cb516a079220e96bad50221c,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20240312-OFU,1735799140720236534,a6e845bcb06a8715728b3e6637bd0ae2,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51369457$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 16:13 +0000,124758046400,https://www.themediatrust.com?scsh=124758046400,3ULP51Wa2BF1,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=2ae3ac16efe3a2621d17f503004e7209,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240730-XZA,1735800999785623522,f0d5684f93f4c2829d9c41ebbc9a509f,TMT|banner$$20250102$$vk_dsp$$rixengine$$1:175643440$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758045480,https://www.themediatrust.com?scsh=124758045480,3ULP4vAd2DE1,Expired,02/01/2025,02/01/2025,t,99,rixengine,vk_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4a906ac7754119e15a7b8ac2958de1a3,Compromised Domain,"Compromised Domain: This website has been compromised by a 3rd party to inject malicious code upon page visits.  The website itself is injecting extra code to force consumers to malicious destinations.
To remediate this issue please ensure all libraries and files on page are up to date and are only delivering the desired content.  Website owners should ensure the login credentials for the site are updated to ensure no outside party has stolen the login credentials to make changes to the websites code/content.  If utilizing a WordPress site ensure it has been patched and is up to date with current file versions.",Backdoor,Compromised Content,Compromised Domain
TMT-20240703-YMJ,1735801017372545226,31b3aa54363359bd6f02a9fb89c54e43,TMT|banner$$20250102$$bidswitch_dsp$$pubnativesdk$$367_229836$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758044966,https://www.themediatrust.com?scsh=124758044966,3ULP4tba25Q8,Expired,02/01/2025,02/01/2025,t,9,pubnativesdk,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=265a396f0a20016a5d6ef71a7468429f,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735795093603558897,e03fae0a9808948617b6555bcedf6299,TMT|banner$$20250102$$betweenx_dsp$$unity$$VUFFRkwGHANYXTFHBwFWA18EEA0$$_RTB,Landing Page,Malicious,2025-01-02 16:12 +0000,124758041469,https://www.themediatrust.com?scsh=124758041469,3ULP4wmN1pED,Expired,02/01/2025,02/01/2025,f,7,unity,betweenx_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=1610de90b222dd315d61e6f70a4b3825,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240312-OFU,1735795121161243463,9ed4bcbcfa3cc5998f58230ab9a7dac5,TMT|banner$$20250102$$startio_dsp$$bidmachine$$27325260:176_CR51369610$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 16:13 +0000,124758041421,https://www.themediatrust.com?scsh=124758041421,3ULP51681T3b,Expired,02/01/2025,02/01/2025,f,3,bidmachine,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=24de1b162cba40b7f603e38153b3edd3,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
