Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Publisher ID,Website ID,Website Name,Provider ID,Provider Name,Provider Account ID,Provider Account,Country,Referrer,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition,Resolution Reason
TMT-20240703-YMJ,1734998603506965678,3a3d03450edbbcf742591b6eee8b8441,TMT|banner$$20241224$$playdigo_dsp$$fyberdisplay$$cr2184.57ca4c2f$$_RTB,Tag,Malicious,2024-12-24 08:54 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124507118411,3UGXHhSS2FXB,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,playdigo_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=ecc8452b91a3f4d667fabc3d3d410bc4,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999024675008783,d1b28779ccafca482f99bbe26363b16a,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$232215$$_RTB,Tag,Malicious,2024-12-24 08:52 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124507069594,3UGXHCrY2RMg,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=53437b615e42cc01d502d2ffbb2c6fee,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241222-ERT,1734998760926515334,88c9886eab71574f94127857b50ad3de,TMT|banner$$20241224$$snow_dsp$$snow$$jHD1PCOkbA81D1sOqkmXGw==$$_RTB,Tag,Scam/Fraud,2024-12-24 08:51 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124507037691,3UGXGoKk2hqF,Expired,24/12/2024,24/12/2024,f,3,snow,,,,,,,snow_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=c1dadfd76a3cbaf1c2b7120275bce1f1,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20231122-BCO,1735000508076183934,850e7c9bb141c20c8fd2f1046928cfa5,TMT|banner$$20241224$$adsyield_dsp$$fyber$$cr2117.d9abfc53$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-24 08:48 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506998781,3UGXFoi11zSS,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,adsyield_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=ec008a769e6c95456cc770c76a140d39,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240703-YMJ,1735001713264877493,8e3b2dc6087d0f3cbb2b195197cc2392,TMT|banner$$20241224$$Inspiritum_dsp$$fyberdisplay$$228970$$_RTB,Tag,Malicious,2024-12-24 08:43 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506893535,3UGXEKKu1omQ,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=c802b3e25dcfb0078b1c4c2957fda69f,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735000545584482271,e228ce55c3295e55b21dec6208cb93e1,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$229721$$_RTB,Tag,Malicious,2024-12-24 08:42 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506886905,3UGXDzwb2ciJ,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=31902bed5b6f3b27cea7eb7f82bffdfb,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735001002580493805,097f811da3deb1234bb2fdd30bc5d128,TMT|banner$$20241224$$Inspiritum_dsp$$pubnative$$229755$$_RTB,Tag,Malicious,2024-12-24 08:38 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506826074,3UGXCsok2d1t,Expired,24/12/2024,24/12/2024,f,3,pubnative,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=5f370d28503b934e65f55c919ab86196,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999006056018708,3cc9a3747983afb12fbc2fab217368f6,TMT|banner$$20241224$$Inspiritum_dsp$$fyber$$232215$$_RTB,Tag,Malicious,2024-12-24 08:39 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506815397,3UGXD5661KRc,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=f07b8dc2bab5247b7aaf5be27a85ddad,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241213-LXJ,1734998411492723591,c15a59dcfb69f578015faa09a596ef08,TMT|banner$$20241224$$screencore_dsp$$fyberdisplay$$1832-admeridianopenr125423|decked$$_RTB,Tag,Malicious,2024-12-24 08:33 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506712436,3UGXBNpg2Euv,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,screencore_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=b0f33e2f83e8463b375e3777fc8ec3d3,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC,
TMT-20240429-OMT,1735000791329861027,8f9d0f53dfef2b3563b8180d30306046,TMT|banner$$20241224$$adsyield_dsp$$vungleus$$cr2117.65c5d0c3$$_RTB,Tag,Scam/Fraud,2024-12-24 08:25 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506556813,3UGX8nCa2agR,Expired,24/12/2024,24/12/2024,f,3,vungleus,,,,,,,adsyield_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=9bf50f3190d37bbe9995e5d2636319cd,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240503-MWB,1735001856713557719,1efe2ecbfeec1abb5e7b41adc0f13bb1,TMT|banner$$20241224$$adsyield_dsp$$fyber$$cr2117.6d3443a9$$_RTB,Tag,Malicious - Indirect Evidence,2024-12-24 08:24 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506539046,3UGX8aTp18mR,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,adsyield_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=fc248141e89d29e9a5fd307806884d00,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag,
TMT-20240703-YMJ,1735000149980596000,4d4965db9ad420bab9dfe20a625b6ecd,TMT|banner$$20241224$$Inspiritum_dsp$$fyber$$229757$$_RTB,Tag,Malicious,2024-12-24 08:22 +0000,1.24507E+11,https://www.themediatrust.com?scsh=124506511524,3UGX7wox1iUq,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=d2ad31f53a739bf93a5b7e2a381ff3bb,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999500754821034,e702fe2dcb24bb8fc39fb3de37a27b64,TMT|banner$$20241224$$playdigo_dsp$$fyberdisplay$$cr2183.57ca4c2f$$_RTB,Tag,Malicious,2024-12-24 08:17 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506443580,3UGX6RgJ2Z2E,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,playdigo_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=5e735e2784509a60eed000d04d79375d,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999016536340897,96d20bfe7303244069d95548d4dfcfdf,TMT|banner$$20241224$$Inspiritum_dsp$$pubnative$$228634$$_RTB,Tag,Malicious,2024-12-24 08:17 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506408822,3UGX6MJs2JPL,Expired,24/12/2024,24/12/2024,f,3,pubnative,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=331582c38bd82ec680f3c9a668ec7c17,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241223-KXF,1735001475590079032,1afbbb9b920407bc47f1b8ac5eed4b2c,TMT|banner$$20241224$$shareit_dsp$$mvungle$$2842_64506.56115$$_RTB,Tag,Scam/Fraud,2024-12-24 08:15 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506370691,3UGX5n5W2JCY,Expired,24/12/2024,24/12/2024,f,3,mvungle,,,,,,,shareit_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=2a2b02e9c4658c6293d8cddd968933b7,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734998431658656731,8af2e884bb86bfc71dcc28fc9947870f,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$232497$$_RTB,Tag,Malicious,2024-12-24 08:14 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506350849,3UGX5WfX1rXt,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=ee87487b2a649f082628a6aca39b760f,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735001310609108146,46e5f1a1920200f1a350f2db017e56e9,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$229721$$_RTB,Tag,Malicious,2024-12-24 08:14 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506350751,3UGX5Z6d1xgg,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=0ca7d108ce8d7d495cd0dbe59d8d673e,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735000170243045367,e6473dd76a1b36fb5e414153ea5952c7,TMT|banner$$20241224$$Inspiritum_dsp$$algorixeu$$231222$$_RTB,Tag,Malicious,2024-12-24 08:13 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506310602,3UGX4zpQ2pGJ,Expired,24/12/2024,24/12/2024,f,3,algorixeu,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=8acfe634ab0f72a5b1eb744ddc4129f2,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735000518243518695,577b80f49343a27ca55ff98f5805771f,TMT|banner$$20241224$$Inspiritum_dsp$$fyber$$229779$$_RTB,Tag,Malicious,2024-12-24 08:10 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506271685,3UGX4D4W1jVm,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=1fbb342179f9f791288641a826ab4f07,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735001121030219466,078d9a5d9ab7adf33d108db8a355da9b,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$228954$$_RTB,Tag,Malicious,2024-12-24 08:08 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506214861,3UGX3Uup2Jv5,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=7aa55be7c843b83eca64229afeb3583e,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241223-KXF,1735001785481947389,cd3b4d643b566f5b6fe7fd03bec80876,TMT|banner$$20241224$$adsyield_dsp$$fyber$$cr2133.fe209127$$_RTB,Tag,Scam/Fraud,2024-12-24 08:09 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506212750,3UGX43xq19r1,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,adsyield_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=6c4bb346bc59ca6fa97311aa55df9e67,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1735001640752986141,7fd7d21e10078cd8aa68f4d270b750ce,TMT|banner$$20241224$$duopeak_dsp$$mvungle$$152PA232055$$_RTB,Tag,Malicious,2024-12-24 08:05 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506175684,3UGX2g7G2Rn7,Expired,24/12/2024,24/12/2024,f,3,mvungle,,,,,,,duopeak_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=a6a396ae1c66f9d7bda0c30ec8ef2081,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241223-KXF,1734999750267858549,479552c8f3dcb4b86d5f1a10869f04b2,TMT|banner$$20241224$$shareit_dsp$$fyberdisplay$$1:173709013$$_RTB,Tag,Scam/Fraud,2024-12-24 08:03 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506138818,3UGX2Bc91ZZi,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,shareit_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=b8b24a0ca3d18d9a00a2049174a40c87,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734999015828698140,c79c049bf6981d97f649367ed5f4cf78,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$229903$$_RTB,Tag,Malicious,2024-12-24 08:03 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506138027,3UGX27WX2Nub,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=0cd3b9c2fd941ecd01500c452e50057d,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241223-KXF,1735000656704922190,29e2074bd6d91c7011833d6dc6fb015a,TMT|banner$$20241224$$shareit_dsp$$fyberdisplay$$1:175146294$$_RTB,Tag,Scam/Fraud,2024-12-24 08:00 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506072603,3UGX1Esd13y3,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,shareit_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=52aa77a6ac44957ec253519815c827ff,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud,
TMT-20240703-YMJ,1734999385640307276,08aeec2cafbbcea4d1398e6a5d98bcff,TMT|banner$$20241224$$Inspiritum_dsp$$pubnative$$231215$$_RTB,Tag,Malicious,2024-12-24 07:58 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124506039925,3UGWJwPo26XP,Expired,24/12/2024,24/12/2024,f,3,pubnative,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=2b58155ee4fa4fc04b99e279ff3aa3e0,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999198768860162,ad61c2de00992416b82314a2795d3a71,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$229769$$_RTB,Tag,Malicious,2024-12-24 07:55 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505966407,3UGWJ5UA2Atn,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=4287a8d69c374d02186cdac2aa60d82a,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20241213-LXJ,1734999084989598002,d8c930214cff6ab850c60a0032c8a30f,TMT|banner$$20241224$$screencore_dsp$$fyberdisplay$$1857-decked$$_RTB,Tag,Malicious,2024-12-24 07:53 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505950808,3UGWHVkk2dj2,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,screencore_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=44a7b7f6a8948ce94c161bea50e8cc71,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC,
TMT-20240703-YMJ,1734998754829316169,c19d07b8f41cbfc827d3149fc1ecd114,TMT|banner$$20241224$$Inspiritum_dsp$$pubnative$$231222$$_RTB,Tag,Malicious,2024-12-24 07:51 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505927308,3UGWGghT2gwv,Expired,24/12/2024,24/12/2024,f,3,pubnative,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=1e1dab8cdb9e112113b0cd546e8bba90,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735001889778170065,09b768ac57a03ae4786b83b33af908d6,TMT|banner$$20241224$$Inspiritum_dsp$$fyberdisplay$$232497$$_RTB,Tag,Malicious,2024-12-24 07:51 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505882243,3UGWGj3A2q61,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=9526500e12d70edc5c5e1812b02b6c4e,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999633701554795,e748bae553c322bfc92e255f268ebeb5,TMT|banner$$20241224$$Inspiritum_dsp$$algorixeu$$229755$$_RTB,Tag,Malicious,2024-12-24 07:46 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505772069,3UGWFCuh1SNU,Expired,24/12/2024,24/12/2024,f,3,algorixeu,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=f80d2eb5a032646361f15c8db70c4c23,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1735000406147571731,c7c14fa9242d8104692d36948900c974,TMT|banner$$20241224$$Inspiritum_dsp$$fyber$$229660$$_RTB,Tag,Malicious,2024-12-24 07:42 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505754528,3UGWDwuH2P7p,Expired,24/12/2024,24/12/2024,f,3,fyber,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=ba329031d10d5d69578defb1ad5d8fea,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999016176601840,8263c48e38a2a99c45fa923b454a1309,TMT|banner$$20241224$$Inspiritum_dsp$$fyberdisplay$$229937$$_RTB,Tag,Malicious,2024-12-24 07:42 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505731264,3UGWE1Kr2QZi,Expired,24/12/2024,24/12/2024,f,3,fyberdisplay,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=2b3be95778d22189a17ffb471d104b39,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
TMT-20240703-YMJ,1734999926449220997,a9d56a9289ca7d1ee740dfcd1fc2c1f0,TMT|banner$$20241224$$Inspiritum_dsp$$unityads$$229721$$_RTB,Tag,Malicious,2024-12-24 07:40 +0000,1.24506E+11,https://www.themediatrust.com?scsh=124505705669,3UGWDaZN2L9B,Expired,24/12/2024,24/12/2024,f,3,unityads,,,,,,,Inspiritum_dsp,,,https://www.themediatrust.com/vt.php?controller=v9&tsid=6c3bf93c3e000935ad3c0dac28ea1a59,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain,
