country,provider_account,hit_type,named_threat,threat_behavior,malware_condition,incident,tag_name,Count
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327117&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327116&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327113&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327112&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327108&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326979&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327106&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327105&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326989&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326988&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326987&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326986&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326985&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326984&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326983&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1326982&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327107&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240822-ABO,d=7&s=165&ci=&cri=555_165_709895428201&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240822-ABO,d=7&s=165&ci=&cri=555_165_709895428078&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240822-ABO,d=7&s=165&ci=&cri=555_165_709812183073&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_726938512002&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_725031181607&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_725031180704&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_722417788787&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720751308921&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720751308423&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_720306748510&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720310107967&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720279337176&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720276493815&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720276493638&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720276493596&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_716198924613&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_716198906598&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_715531430841&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_715531430778&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_715531430769&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_720314705740&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725155791564&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724426153160&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724426152677&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724312469265&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724312465569&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724289785560&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724289785371&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_723460123178&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_723376691977&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240822-ABO,d=7&s=165&ci=&cri=555_165_709895428213&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_720119178606&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_719971094779&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_719971094629&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_719971094623&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_719971094542&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_719865323644&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_718972344399&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_718972344384&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241015-HFA,d=7&s=165&ci=&cri=555_165_725750118904&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241008-QIT,d=7&s=165&ci=&cri=555_165_723289454795&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_720119178645&at=0&t=1,1
USA,7/473,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=473&ci=&cri=644_473_300803379091835&at=0&t=1,1
USA,7/46,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241124-AFB,d=7&s=46&ci=&cri=498_46_11657599&at=0&t=1,1
USA,7/44,Resolved,SocGholish,Backdoor,SocGholish,TMT-20241209-SMX,d=7&s=44&ci=&cri=497_44_YWOKK53JGFBUHAH7LMIXLM_300x600_1&at=0&t=1,1
USA,7/44,Resolved,SocGholish,Backdoor,SocGholish,TMT-20241123-BRC,d=7&s=44&ci=&cri=497_44_A6OFHBREDZHBLLTP3TD67Q_728x90_1&at=0&t=1,1
USA,7/44,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241227-YHQ,d=7&s=44&ci=&cri=497_44_QFBICWRVSFC6TMGH7HUZUO_320x50_1&at=0&t=1,1
USA,7/44,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241211-OSG,d=7&s=44&ci=&cri=497_44_47OIN7SGGBFSVLIOQUPTWG_970x250_1&at=0&t=1,1
USA,7/44,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241114-WMX,d=7&s=44&ci=&cri=497_44_5ONYEULFQBERTH6Y3MI5AA_336x280_1&at=0&t=1,1
USA,7/44,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241114-WMX,d=7&s=44&ci=&cri=497_44_5ONYEULFQBERTH6Y3MI5AA_250x250_1&at=0&t=1,1
USA,7/44,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241114-WMX,d=7&s=44&ci=&cri=497_44_5ONYEULFQBERTH6Y3MI5AA_160x600_1&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_715507496616&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241204-CMA,d=7&s=4&ci=&cri=507_4_1327107&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241204-CMA,d=7&s=4&ci=&cri=507_4_1326983&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_708770268632&at=0&t=1,1
USA,7/16,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=16&ci=&cri=556_16_616134602&at=0&t=1,1
USA,7/16,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241210-VKR,d=7&s=16&ci=&cri=556_16_612311191&at=0&t=1,1
USA,7/16,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241210-VKR,d=7&s=16&ci=&cri=556_16_612308648&at=0&t=1,1
USA,7/16,Malicious,SocGholish,Backdoor,SocGholish,TMT-20240915-TUM,d=7&s=16&ci=&cri=556_16_572425359&at=0&t=1,1
USA,7/494,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241221-SGQ,d=7&s=494&ci=&cri=651_494_960IQ1248188462&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_708214574851&at=0&t=1,1
USA,7/473,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241209-HMG,d=7&s=473&ci=&cri=644_473_5532%3a606611406&at=0&t=1,1
USA,7/4,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241204-CMA,d=7&s=4&ci=&cri=507_4_1327116&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714620090777&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714620090774&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714620090768&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714620090762&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714620090639&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714537408391&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714537408388&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714537408385&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714537408373&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714536593435&at=0&t=1,1
USA,7/473,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241106-JLO,d=7&s=473&ci=&cri=644_473_906288038091030&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714504411066&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714503742930&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712490880628&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712490880622&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712490320000&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712490319997&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712490319994&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_712461510651&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_711680212234&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_704602125797&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_714536295562&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722894331963&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722893486311&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722892774462&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241126-THU,d=7&s=165&ci=&cri=555_165_725174841090&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241126-THU,d=7&s=165&ci=&cri=555_165_725174594292&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241126-THU,d=7&s=165&ci=&cri=555_165_725145547610&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241126-THU,d=7&s=165&ci=&cri=555_165_724820745325&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175245256&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175245181&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_725155791576&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244980&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244977&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244782&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244764&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244212&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724873772801&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724873772579&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758895107&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758895080&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894690&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175245034&at=0&t=1,1
USA,7/480,Malicious,Dolos-3PC,Backdoor,Dolos-3PC,TMT-20241115-ETR,d=7&s=480&ci=&cri=639_480_566143588&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_718403698280&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716312034947&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716229454933&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716198628855&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716198542980&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_716198542698&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_714895456294&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_714895456291&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_714895456276&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722894332935&at=0&t=1,1
USA,7/165,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241225-TRL,d=7&s=165&ci=&cri=555_165_638066892471&at=0&t=1,1
USA,7/165,Malicious,SocGholish,Backdoor,SocGholish,TMT-20241021-WCK,d=7&s=165&ci=&cri=555_165_178587431655&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241207-HQL,d=7&s=165&ci=&cri=555_165_724036095249&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_723168482309&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722925863728&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722925863707&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722925863692&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722925863509&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722925863449&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722923657099&at=0&t=1,1
USA,7/165,Malicious Landing Location,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20240324-SKU,d=7&s=165&ci=&cri=555_165_714895456273&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_725011193276&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_724485695170&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_724420579388&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_724340172181&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_724120158476&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_721037376479&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241114-GLN,d=7&s=165&ci=&cri=555_165_720959065855&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_725214740620&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241107-NYR,d=7&s=165&ci=&cri=555_165_724301767194&at=0&t=1,1
USA,7/165,Malicious,PhonyFetcher-3PC,Backdoor,PhonyFetcher-3PC,TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_724758894453&at=0&t=1,1
